,ID,IDPF,IDPT,Subject,Similarity
44,275,1,17,Security procedures for January 20 VIP visit,0.77
45,864,1,55,RE: Impact of local politics on profit margin,1
46,763,1,48,RE: Impact of local politics on profit margin,1
47,714,1,44,RE: Impact of local politics on profit margin,1
48,782,1,49,Security update: how to handle reporters on the grounds,0.71
49,92,1,6,RE: Field work rotation schedule,0.76
50,528,1,34,RE: Field work rotation schedule,0.76
51,327,1,21,RE: Security procedures for January 20 VIP visit,0.82
52,430,1,28,RE: Facilities preparations for VIP visit,0.84
53,250,1,16,RE: Facilities preparations for VIP visit,0.84
54,289,1,18,RE: Field work rotation schedule,0.76
55,298,1,19,RE: Facilities preparations for VIP visit,0.84
56,196,1,13,RE: Facilities preparations for VIP visit,0.84
57,491,1,31,RE: Security update: how to handle reporters on the grounds,0.78
58,731,1,45,Missing sweater,0.7
59,508,1,32,RE: Security procedures for January 20 VIP visit,0.82
60,276,1,17,RE: Security update: how to handle reporters on the grounds,0.78
61,277,1,17,RE: Security procedures for January 20 VIP visit,0.82
62,220,1,14,RE: Missing sweater,0.74
63,197,1,13,RE: Mandatory safety training,0.8
64,252,1,16,RE: Mandatory safety training,0.8
65,253,1,16,RE: Mandatory safety training,0.8
567,764,1,48,RE: Impromptu golf vacation - who's in?,0.92
568,865,1,55,RE: Impromptu golf vacation - who's in?,0.92
67,91,2,6,Field work rotation schedule,0.72
68,597,2,39,Software review report,0.72
69,796,2,50,RE: Software review report,0.7
70,92,2,6,RE: Field work rotation schedule,0.71
71,528,2,34,RE: Field work rotation schedule,0.71
72,27,2,2,RE: Union meeting,0.77
73,289,2,18,RE: Field work rotation schedule,0.71
74,251,2,16,RE: Union meeting,0.77
386,195,2,13,RE: Awwww- cute!,0.73
387,490,2,31,RE: Awwww- cute!,0.73
388,93,2,6,RE: GIS update,0.84
389,327,2,21,RE: Security procedures for January 20 VIP visit,0.71
390,288,2,18,RE: GIS update,0.84
391,289,2,18,RE: Field work rotation schedule,0.75
392,290,2,18,RE: Remember Casino night!,0.73
393,447,2,29,RE: Remember Casino night!,0.73
394,514,2,33,RE: GIS update,0.84
395,529,2,34,RE: Remember Casino night!,0.73
396,507,2,32,RE: Remember Casino night!,0.73
397,94,2,6,RE: Remember Casino night!,0.73
398,251,2,16,RE: Union meeting,1
399,508,2,32,RE: Security procedures for January 20 VIP visit,0.71
400,334,2,22,RE: GIS update,0.84
401,854,2,54,RE: GIS update,0.84
402,277,2,17,RE: Security procedures for January 20 VIP visit,0.71
403,315,2,20,RE: GIS update,0.84
404,544,2,35,RE: GIS update,0.84
405,620,2,40,RE: GIS update,0.84
406,220,2,14,RE: Missing sweater,0.73
407,530,2,34,RE: GIS update,0.84
408,197,2,13,RE: Mandatory safety training,0.79
409,252,2,16,RE: Mandatory safety training,0.79
410,253,2,16,RE: Mandatory safety training,0.79
429,490,2,31,RE: Awwww- cute!,0.77
430,93,2,6,RE: GIS update,0.73
431,288,2,18,RE: GIS update,0.73
432,289,2,18,RE: Field work rotation schedule,0.73
433,237,2,15,RE: Document stuck,1
434,290,2,18,RE: Remember Casino night!,0.71
435,447,2,29,RE: Remember Casino night!,0.71
436,514,2,33,RE: GIS update,0.73
437,529,2,34,RE: Remember Casino night!,0.71
438,507,2,32,RE: Remember Casino night!,0.71
439,94,2,6,RE: Remember Casino night!,0.71
440,334,2,22,RE: GIS update,0.73
441,854,2,54,RE: GIS update,0.73
442,315,2,20,RE: GIS update,0.73
443,544,2,35,RE: GIS update,0.73
444,620,2,40,RE: GIS update,0.73
445,220,2,14,RE: Missing sweater,0.7
446,530,2,34,RE: GIS update,0.73
447,197,2,13,RE: Mandatory safety training,0.72
448,252,2,16,RE: Mandatory safety training,0.72
449,253,2,16,RE: Mandatory safety training,0.72
23,182,4,12,RE: Funny!!,1
24,429,4,28,RE: Funny!!,1
25,195,4,13,RE: Awwww- cute!,0.74
