,ID,IDPF,IDPT,Subject,Similarity
253,767,1,48,RE: Managing perceptions about the IPO,1
254,832,1,52,RE: Notification of outside visit,0.7
470,822,2,51,"RE: Guys night out - sorry, ladies",1
471,256,2,16,"RE: Guys night out - sorry, ladies",1
114,750,3,46,RE: Plants,1
115,665,3,42,RE: Concert,0.74
116,602,3,39,RE: Spam reports,0.72
117,316,3,20,RE: Supplies,0.89
118,79,3,5,RE: Tools,0.82
119,357,3,23,RE: Tools,0.82
363,42,3,3,RE: Wellhead flow rate data,0.7
364,381,3,24,RE: News on VIP Visit January 20 - Please Read!,1
365,844,3,53,RE: Safety First!,0.79
366,820,3,51,RE: Safety First!,0.79
367,533,3,34,RE: Wellhead flow rate data,0.7
368,821,3,51,RE: Safety First!,0.79
369,317,3,20,RE: Wellhead flow rate data,0.7
370,359,3,23,RE: Safety First!,0.79
371,603,3,39,RE: Hackathon Friday night - my place,0.78
372,454,3,29,RE: Hackathon Friday night - my place,0.78
373,802,3,50,RE: Hackathon Friday night - my place,0.78
406,857,3,54,RE: 2497-00 Initial flow rates,0.73
407,381,3,24,RE: News on VIP Visit January 20 - Please Read!,0.7
408,533,3,34,RE: Wellhead flow rate data,1
409,98,3,6,RE: 2497-00 Initial flow rates,0.73
410,317,3,20,RE: Wellhead flow rate data,1
411,603,3,39,RE: Hackathon Friday night - my place,0.8
412,454,3,29,RE: Hackathon Friday night - my place,0.8
413,802,3,50,RE: Hackathon Friday night - my place,0.8
414,832,3,52,RE: Notification of outside visit,0.75
468,98,3,6,RE: 2497-00 Initial flow rates,0.77
383,357,5,23,RE: Tools,1
384,844,5,53,RE: Safety First!,0.76
385,820,5,51,RE: Safety First!,0.76
386,821,5,51,RE: Safety First!,0.76
387,359,5,23,RE: Safety First!,0.76
388,577,5,38,RE: FW: ARISE - Inspiration for Defenders of Kronos,0.71
389,399,5,26,RE: FW: ARISE - Inspiration for Defenders of Kronos,0.71
390,499,5,31,RE: FW: ARISE - Inspiration for Defenders of Kronos,0.71
469,317,6,20,RE: Wellhead flow rate data,0.73
264,843,7,53,RE: Safety First!,1
265,255,7,16,RE: Safety First!,1
266,602,7,39,RE: Spam reports,0.73
267,41,7,3,RE: News on VIP Visit January 20 - Please Read!,0.79
268,316,7,20,RE: Supplies,0.74
269,79,7,5,RE: Tools,0.76
270,357,7,23,RE: Tools,0.76
271,381,7,24,RE: News on VIP Visit January 20 - Please Read!,0.79
272,844,7,53,RE: Safety First!,1
273,820,7,51,RE: Safety First!,1
274,821,7,51,RE: Safety First!,1
275,359,7,23,RE: Safety First!,1
276,577,7,38,RE: FW: ARISE - Inspiration for Defenders of Kronos,0.72
277,399,7,26,RE: FW: ARISE - Inspiration for Defenders of Kronos,0.72
278,603,7,39,RE: Hackathon Friday night - my place,0.73
279,499,7,31,RE: FW: ARISE - Inspiration for Defenders of Kronos,0.72
280,454,7,29,RE: Hackathon Friday night - my place,0.73
281,802,7,50,RE: Hackathon Friday night - my place,0.73
173,302,10,19,RE: How to Prepare for the January 20 VIP Meetings,0.73
174,665,10,42,RE: Concert,0.77
175,648,10,41,News on VIP Visit January 20 - Please Read!,0.74
176,532,10,34,RE: HASR Injection Progress,1
177,118,10,7,RE: Safety First!,0.8
178,843,10,53,RE: Safety First!,0.8
179,255,10,16,RE: Safety First!,0.8
180,602,10,39,RE: Spam reports,0.72
181,41,10,3,RE: News on VIP Visit January 20 - Please Read!,0.82
182,42,10,3,RE: Wellhead flow rate data,0.74
183,381,10,24,RE: News on VIP Visit January 20 - Please Read!,0.82
184,844,10,53,RE: Safety First!,0.8
185,820,10,51,RE: Safety First!,0.8
186,533,10,34,RE: Wellhead flow rate data,0.74
187,821,10,51,RE: Safety First!,0.8
188,317,10,20,RE: Wellhead flow rate data,0.74
189,359,10,23,RE: Safety First!,0.8
190,577,10,38,RE: FW: ARISE - Inspiration for Defenders of Kronos,0.73
191,399,10,26,RE: FW: ARISE - Inspiration for Defenders of Kronos,0.73
192,603,10,39,RE: Hackathon Friday night - my place,0.79
193,499,10,31,RE: FW: ARISE - Inspiration for Defenders of Kronos,0.73
194,454,10,29,RE: Hackathon Friday night - my place,0.79
195,802,10,50,RE: Hackathon Friday night - my place,0.79
255,293,10,18,RE: Cased-hole inspection schedule,1
256,42,10,3,RE: Wellhead flow rate data,0.83
257,533,10,34,RE: Wellhead flow rate data,0.83
258,317,10,20,RE: Wellhead flow rate data,0.83
259,603,10,39,RE: Hackathon Friday night - my place,0.71
260,454,10,29,RE: Hackathon Friday night - my place,0.71
261,802,10,50,RE: Hackathon Friday night - my place,0.71
262,832,10,52,RE: Notification of outside visit,0.77
44,228,11,14,RE: Anyone have time to help on a project?,0.97
45,78,11,5,RE: Anyone have time to help on a project?,0.97
466,649,11,41,RE: When you have a minute,1
467,650,11,41,RE: Too funy - you have to see this...,1
120,149,12,10,RE: HASR Injection Progress,0.8
121,665,12,42,RE: Concert,0.81
