,ID,IDPF,IDPT,Subject,Similarity
137,873,1,55,RE: Recommend a good vacation spot?,1
138,874,1,55,RE: Registration open: retirement planning seminar,0.81
139,773,1,48,RE: Recommend a good vacation spot?,1
140,296,1,18,RE: Field work rotation schedule,0.76
141,104,1,6,RE: Field work rotation schedule,0.76
142,341,1,22,RE: Field work rotation schedule,0.76
143,65,1,4,RE: Mandatory safety training,0.75
144,342,1,22,RE: Field work rotation schedule,0.76
145,519,1,33,RE: Field work rotation schedule,0.76
146,406,1,26,RE: Inspection request for site,0.74
147,307,1,19,RE: Mandatory safety training,0.75
148,551,1,35,RE: Field work rotation schedule,0.76
149,153,1,10,RE: Field work rotation schedule,0.76
150,701,1,43,RE: Web site,0.78
151,834,1,52,RE: Inspection request for site,0.74
381,243,2,15,"RE: Guys night out - sorry, ladies",1
382,439,2,28,"RE: Guys night out - sorry, ladies",1
383,33,2,2,"RE: Guys night out - sorry, ladies",1
501,849,2,53,RE: Don't text and drive!,1
100,15,3,1,RE: Recommend a good vacation spot?,0.81
101,873,3,55,RE: Recommend a good vacation spot?,0.81
102,501,3,31,RE: Vacation scheduling procedures,0.77
103,874,3,55,RE: Registration open: retirement planning seminar,1
104,384,3,24,RE: Vacation scheduling procedures,0.77
105,467,3,29,Web site,0.75
106,773,3,48,RE: Recommend a good vacation spot?,0.81
107,320,3,20,Field work rotation schedule,0.75
108,699,3,43,RE: Conference report,0.75
109,483,3,30,Field work rotation schedule,0.75
110,468,3,29,RE: Conference report,0.75
111,614,3,39,RE: Conference report,0.75
112,296,3,18,RE: Field work rotation schedule,0.85
113,104,3,6,RE: Field work rotation schedule,0.85
114,341,3,22,RE: Field work rotation schedule,0.85
115,616,3,39,RE: Conference report,0.75
116,65,3,4,RE: Mandatory safety training,0.87
117,342,3,22,RE: Field work rotation schedule,0.85
118,519,3,33,RE: Field work rotation schedule,0.85
119,406,3,26,RE: Inspection request for site,0.79
120,307,3,19,RE: Mandatory safety training,0.87
121,551,3,35,RE: Field work rotation schedule,0.85
122,153,3,10,RE: Field work rotation schedule,0.85
123,701,3,43,RE: Web site,0.82
124,834,3,52,RE: Inspection request for site,0.79
400,65,3,4,RE: Mandatory safety training,0.72
401,307,3,19,RE: Mandatory safety training,0.72
80,366,4,23,RE: Funny!!,0.84
81,135,4,8,RE: Funny!!,0.84
319,32,4,2,"RE: Guys night out - sorry, ladies",1
320,243,4,15,"RE: Guys night out - sorry, ladies",1
321,439,4,28,"RE: Guys night out - sorry, ladies",1
322,33,4,2,"RE: Guys night out - sorry, ladies",1
460,342,4,22,RE: Field work rotation schedule,0.81
461,519,4,33,RE: Field work rotation schedule,0.81
462,406,4,26,RE: Inspection request for site,0.79
463,307,4,19,RE: Mandatory safety training,1
464,551,4,35,RE: Field work rotation schedule,0.81
465,153,4,10,RE: Field work rotation schedule,0.81
466,701,4,43,RE: Web site,0.79
467,834,4,52,RE: Inspection request for site,0.79
24,772,5,48,Recommend a good vacation spot?,0.72
25,658,5,41,Registration open: retirement planning seminar,0.72
26,320,5,20,Field work rotation schedule,0.73
27,483,5,30,Field work rotation schedule,0.73
430,341,6,22,RE: Field work rotation schedule,1
431,616,6,39,RE: Conference report,0.82
432,65,6,4,RE: Mandatory safety training,0.81
433,342,6,22,RE: Field work rotation schedule,1
434,519,6,33,RE: Field work rotation schedule,1
435,406,6,26,RE: Inspection request for site,0.79
436,307,6,19,RE: Mandatory safety training,0.81
437,551,6,35,RE: Field work rotation schedule,1
438,153,6,10,RE: Field work rotation schedule,1
439,701,6,43,RE: Web site,0.8
440,834,6,52,RE: Inspection request for site,0.79
28,295,9,18,RE: Downhole prediction 2522-00,0.9
29,339,9,22,RE: Downhole prediction 2522-00,0.9
30,319,9,20,Downhole prediction 2522-00 - updated,0.85
31,143,9,9,Downhole prediction 2522-00 - check your parameters,0.82
32,152,9,10,RE: Downhole prediction 2522-00 - updated,0.82
33,45,9,3,RE: Downhole prediction 2522-00 - check your parameters,0.82
316,152,9,10,RE: Downhole prediction 2522-00 - updated,0.71
317,45,9,3,RE: Downhole prediction 2522-00 - check your parameters,0.94
318,45,10,3,RE: Downhole prediction 2522-00 - check your parameters,0.83
496,701,10,43,RE: Web site,0.8
497,834,10,52,RE: Inspection request for site,0.79
22,847,11,53,RE: Favor - borrow hedge trimmer,0.91
23,172,11,11,RE: Favor - borrow hedge trimmer,0.91
300,738,11,45,RE: You never get a second chance to make a first impression,1
301,565,11,36,RE: You never get a second chance to make a first impression,1
82,266,12,16,"Guys night out - sorry, ladies",1
83,267,12,16,"Guys night out - sorry, ladies",1
84,268,12,16,"RE: Guys night out - sorry, ladies",0.9
85,64,12,4,"RE: Guys night out - sorry, ladies",0.9
86,32,12,2,"RE: Guys night out - sorry, ladies",0.9
87,243,12,15,"RE: Guys night out - sorry, ladies",0.9
88,439,12,28,"RE: Guys night out - sorry, ladies",0.9
89,33,12,2,"RE: Guys night out - sorry, ladies",0.9
384,439,15,28,"RE: Guys night out - sorry, ladies",1
385,33,15,2,"RE: Guys night out - sorry, ladies",1
93,267,16,16,"Guys night out - sorry, ladies",1
94,268,16,16,"RE: Guys night out - sorry, ladies",0.9
95,64,16,4,"RE: Guys night out - sorry, ladies",0.9
96,32,16,2,"RE: Guys night out - sorry, ladies",0.9
97,243,16,15,"RE: Guys night out - sorry, ladies",0.9
98,439,16,28,"RE: Guys night out - sorry, ladies",0.9
99,33,16,2,"RE: Guys night out - sorry, ladies",0.9
167,268,16,16,"RE: Guys night out - sorry, ladies",0.9
168,64,16,4,"RE: Guys night out - sorry, ladies",0.9
169,32,16,2,"RE: Guys night out - sorry, ladies",0.9
170,243,16,15,"RE: Guys night out - sorry, ladies",0.9
