,ID,IDPF,IDPT,Subject,Similarity
247,754,1,46,RE: Deadline changed?,0.82
300,872,1,55,RE: Yearly numbers looking good,1
301,771,1,48,RE: Yearly numbers looking good,1
215,668,2,42,RE: Employee of the month,0.71
216,62,2,4,RE: List of repairs needed,1
217,465,2,29,RE: New hardware - advice needed?,0.73
218,103,2,6,RE: Employee of the month,0.71
219,208,2,13,RE: List of repairs needed,1
220,438,2,28,RE: List of repairs needed,1
221,186,2,12,RE: Route suggestion for next shift,0.72
222,265,2,16,RE: Route suggestion for next shift,0.72
8,623,4,40,Files,0.78
89,306,4,19,RE: Files,0.89
90,624,4,40,RE: Files,0.89
91,207,4,13,RE: Reminder: Refer all media inquiries,0.71
92,83,4,5,RE: Reminder: Refer all media inquiries,0.71
93,405,4,26,RE: Reminder: Refer all media inquiries,0.71
94,421,4,27,RE: Reminder: Refer all media inquiries,0.71
95,754,4,46,RE: Deadline changed?,0.72
249,465,4,29,RE: New hardware - advice needed?,0.73
250,103,4,6,RE: Employee of the month,0.71
251,208,4,13,RE: List of repairs needed,1
252,438,4,28,RE: List of repairs needed,1
253,186,4,12,RE: Route suggestion for next shift,0.72
254,265,4,16,RE: Route suggestion for next shift,0.72
293,405,5,26,RE: Reminder: Refer all media inquiries,1
294,846,5,53,RE: Equipment audit approaching,0.7
295,421,5,27,RE: Reminder: Refer all media inquiries,1
296,482,5,30,RE: Equipment audit approaching,0.7
96,697,6,43,RE: Going home sick,0.85
97,102,6,6,RE: Going home sick,0.85
269,208,6,13,RE: List of repairs needed,0.71
270,438,6,28,RE: List of repairs needed,0.71
271,186,6,12,RE: Route suggestion for next shift,0.81
272,404,6,26,RE: Equipment audit approaching,0.71
273,265,6,16,RE: Route suggestion for next shift,0.81
274,846,6,53,RE: Equipment audit approaching,0.71
275,482,6,30,RE: Equipment audit approaching,0.71
1,242,7,15,RE: Who took the toolbox out of my truck?,0.94
2,264,7,16,RE: Who took the toolbox out of my truck?,0.94
3,134,7,8,RE: Who took the toolbox out of my truck?,0.94
234,668,8,42,RE: Employee of the month,0.72
235,103,8,6,RE: Employee of the month,0.72
236,186,8,12,RE: Route suggestion for next shift,0.71
237,265,8,16,RE: Route suggestion for next shift,0.71
117,294,9,18,RE: Wellhead flow rate data - overpressure at well 1783-03?,1
118,263,9,16,Route suggestion for next shift,0.71
119,338,9,22,Well 1033-01 stabilization progress report,0.75
